date,avg_ole,median_ole,total_production,total_failures,total_downtime,avg_workers,planned_production,hourly_obs,failure_rate,downtime_per_hour,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,temp_c,is_rainy,is_overcast,season
2025-11-17,0.8868234981392876,0.9166666666666666,1484.0,72.0,20.0,16.0,1847.3529411764707,19,0.04851752021563342,1.0526315789473684,Kayseri,2025-11-17,55.5,32.1,41.6,55.5,28.6,39.6,36.4,83.2,0.0,0,0.0,,0.0,0.0,11.2,6.9,50.2,1026.8,0.0,5.5,137.0,11.8,6,,2025-11-17T07:22:37,2025-11-17T17:23:10,0.9,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",5.333333333333334,False,False,Autumn
2025-11-18,0.5471405187610173,0.6760233918128654,1219.0,63.0,6.0,15.526315789473685,1861.4705882352941,19,0.051681706316652996,0.3157894736842105,Kayseri,2025-11-18,57.3,30.3,42.4,57.3,26.9,40.5,35.7,79.8,0.0,0,0.0,,0.0,0.0,12.3,6.9,61.7,1027.2,0.0,5.4,138.5,12.0,6,,2025-11-18T07:23:42,2025-11-18T17:22:30,0.94,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",5.777777777777777,False,False,Autumn
2025-11-19,0.9632905649290691,1.0,1938.0,35.0,17.0,20.736842105263158,2180.470588235294,19,0.01805985552115583,0.8947368421052632,Kayseri,2025-11-19,57.3,32.1,43.9,57.3,27.5,41.4,34.1,71.0,0.0,0,0.0,,0.0,0.0,13.4,8.1,69.1,1025.2,0.0,6.0,137.6,11.8,6,,2025-11-19T07:24:48,2025-11-19T17:21:51,0.97,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",6.611111111111111,False,False,Autumn
2025-11-20,0.6557673689806653,0.9266666666666666,1681.0,27.0,270.0,19.842105263157894,2186.470588235294,19,0.016061867935752528,14.210526315789474,Kayseri,2025-11-20,59.1,30.3,43.1,59.1,26.9,41.4,31.2,66.2,0.0,0,0.0,,0.0,0.0,14.1,6.9,65.6,1025.0,0.0,5.9,130.1,11.1,5,,2025-11-20T07:25:53,2025-11-20T17:21:15,0.0,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",6.166666666666668,False,False,Autumn
2025-11-21,0.4876789943786564,0.3743119266055046,1403.0,8.0,510.0,12.68421052631579,1554.7488687782807,19,0.005702066999287242,26.842105263157894,Kayseri,2025-11-21,62.7,28.5,43.9,62.7,26.5,42.6,34.1,71.9,0.0,0,0.0,,0.0,0.0,15.0,5.8,69.5,1026.8,0.0,5.4,130.9,11.2,5,,2025-11-21T07:26:58,2025-11-21T17:20:41,0.04,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",6.611111111111111,False,False,Autumn
2025-11-24,0.7273057101628531,0.7777777777777778,2001.0,23.0,106.0,19.714285714285715,2633.392156862745,21,0.011494252873563218,5.0476190476190474,Kayseri,2025-11-24,60.9,33.9,45.6,60.9,33.9,45.2,34.5,67.7,0.004,100,4.17,rain,0.0,0.0,16.6,6.9,81.3,1019.9,23.0,5.0,97.4,8.5,4,,2025-11-24T07:30:11,2025-11-24T17:19:10,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",7.555555555555555,True,False,Autumn
2025-11-25,0.7618956602031395,0.75,1927.0,14.0,20.0,18.36842105263158,2565.3438914027147,19,0.007265179034769071,1.0526315789473684,Kayseri,2025-11-25,51.9,37.5,44.8,51.9,32.9,43.5,37.1,75.0,0.056,100,33.33,rain,0.0,0.0,19.7,8.1,62.8,1020.1,95.1,6.2,64.7,5.6,3,,2025-11-25T07:31:14,2025-11-25T17:18:44,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"TUI0000LTAU,TUMU0017196,LTAU",7.11111111111111,True,True,Autumn
2025-11-26,0.6925620657171904,0.7083333333333334,1537.0,115.0,8.0,15.526315789473685,2277.3529411764707,19,0.07482108002602472,0.42105263157894735,Kayseri,2025-11-26,59.1,37.5,46.6,59.1,37.2,46.1,37.1,72.4,0.0,0,0.0,,0.0,0.0,11.2,5.8,103.3,1021.3,38.6,5.0,118.6,10.2,5,,2025-11-26T07:32:16,2025-11-26T17:18:20,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",8.11111111111111,False,False,Autumn
2025-11-27,0.6899485063003068,0.75,1472.0,49.0,90.0,14.0,2277.3529411764707,19,0.03328804347826087,4.7368421052631575,Kayseri,2025-11-27,59.1,32.1,42.8,59.1,25.6,40.0,32.8,70.9,0.0,0,0.0,,0.0,0.0,11.9,10.3,64.6,1022.8,0.0,5.8,121.7,10.4,5,,2025-11-27T07:33:18,2025-11-27T17:17:58,0.24,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",5.999999999999998,False,False,Autumn
2025-11-28,0.7309232344617665,0.7666666666666666,1664.0,50.0,84.0,14.95,2342.205882352941,20,0.030048076923076924,4.2,Kayseri,2025-11-28,55.5,28.5,41.2,55.5,23.3,38.3,31.0,69.4,0.0,0,0.0,,0.0,0.0,13.6,8.1,58.2,1022.8,0.0,6.2,121.8,10.5,5,,2025-11-28T07:34:19,2025-11-28T17:17:38,0.25,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",5.1111111111111125,False,False,Autumn
2025-12-01,0.8387306770381562,0.8333333333333334,1863.0,40.0,0.0,14.0,2307.6838235294117,19,0.02147074610842727,0.0,Kayseri,2025-12-01,50.1,35.7,41.2,50.1,33.0,40.2,37.8,88.7,0.196,100,83.33,rain,0.0,0.0,20.6,9.2,19.1,1018.0,94.1,4.6,97.9,8.5,4,,2025-12-01T07:37:19,2025-12-01T17:16:51,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"TUI0000LTAU,TUMU0017196,LTAU",5.1111111111111125,True,True,Winter
2025-12-02,0.6184273855825102,0.75,1390.0,56.0,265.0,16.42105263157895,2277.3529411764707,19,0.04028776978417266,13.947368421052632,Kayseri,2025-12-02,46.5,32.1,37.2,45.4,26.5,33.7,34.9,91.7,0.0,0,0.0,,0.0,0.0,8.7,11.4,43.6,1022.5,56.9,4.2,97.8,8.4,4,,2025-12-02T07:38:17,2025-12-02T17:16:39,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",2.8888888888888906,False,False,Winter
2025-12-03,0.7890894367764174,0.9955555555555556,1465.0,56.0,229.0,16.42105263157895,1879.264705882353,19,0.03822525597269624,12.052631578947368,Kayseri,2025-12-03,44.7,28.5,35.3,44.7,23.3,31.9,31.9,87.9,0.0,0,0.0,,0.0,0.0,10.1,9.2,57.4,1023.9,29.6,5.6,119.7,10.4,5,,2025-12-03T07:39:14,2025-12-03T17:16:30,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",1.8333333333333317,False,False,Winter
2025-12-04,0.7639562242927894,0.9333333333333332,1539.0,65.0,185.0,16.789473684210527,1989.0499533146592,19,0.04223521767381416,9.736842105263158,Kayseri,2025-12-04,44.7,30.3,36.2,44.7,30.3,35.6,32.4,87.3,0.0,0,0.0,,0.0,0.0,11.6,4.7,148.6,1022.0,59.4,3.3,109.3,9.4,5,,2025-12-04T07:40:10,2025-12-04T17:16:23,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",2.333333333333335,False,False,Winter
2025-12-05,0.8341326649100672,0.7909090909090909,1381.0,121.0,3.0,16.42105263157895,1867.1078431372548,19,0.08761766835626358,0.15789473684210525,Kayseri,2025-12-05,55.5,26.7,40.7,55.5,26.7,40.3,33.5,78.6,0.012,100,12.5,rain,0.0,0.0,23.0,13.9,180.4,1017.5,70.5,2.5,108.2,9.4,5,,2025-12-05T07:41:05,2025-12-05T17:16:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",4.833333333333335,True,False,Winter
2025-12-08,0.953651473180559,1.0,1677.0,52.0,0.0,16.842105263157894,1901.4705882352941,19,0.031007751937984496,0.0,Kayseri,2025-12-08,51.9,41.1,46.4,51.9,37.2,45.6,39.6,77.6,0.092,100,45.83,rain,0.0,0.0,14.5,6.9,62.8,1013.8,92.2,6.2,53.1,4.5,2,,2025-12-08T07:43:43,2025-12-08T17:16:17,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",8.0,True,True,Winter
2025-12-09,0.7245232964566297,0.9166666666666666,1480.0,50.0,20.0,17.428571428571427,1921.4705882352941,21,0.033783783783783786,0.9523809523809523,Kayseri,2025-12-09,50.1,42.9,46.8,50.1,38.9,44.6,41.9,83.4,0.18,100,83.33,rain,0.0,0.0,15.9,13.9,76.2,1016.3,98.2,6.1,60.7,5.1,3,,2025-12-09T07:44:33,2025-12-09T17:16:21,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"TUI0000LTAU,TUMU0017196,LTAU",8.222222222222221,True,True,Winter
2025-12-10,0.8053234981392876,0.875,1113.0,25.0,0.0,14.1,1391.4705882352941,10,0.022461814914645103,0.0,Kayseri,2025-12-10,53.7,32.1,43.2,53.7,29.6,41.2,36.3,77.7,0.0,0,0.0,,0.0,0.0,16.1,9.2,39.2,1017.6,60.8,6.2,74.0,6.3,3,,2025-12-10T07:45:22,2025-12-10T17:16:27,0.68,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",6.222222222222224,False,False,Winter
2025-12-11,0.8723070175438596,0.9266666666666667,1153.0,44.0,72.0,14.4,1391.4705882352941,10,0.03816131830008673,7.2,Kayseri,2025-12-11,44.7,39.3,42.1,44.7,36.5,40.0,37.7,84.8,0.136,100,87.5,rain,0.0,0.0,13.4,9.2,291.2,1016.8,98.3,6.1,72.8,6.2,4,,2025-12-11T07:46:10,2025-12-11T17:16:35,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"TUI0000LTAU,TUMU0017196,LTAU",5.611111111111112,True,True,Winter
2025-12-12,0.7669524919524919,0.9333333333333333,950.0,50.0,60.0,12.4,1351.218487394958,10,0.05263157894736842,6.0,Kayseri,2025-12-12,42.9,33.9,39.1,42.9,30.0,36.9,33.0,79.6,0.0,0,0.0,,0.0,0.0,14.1,6.9,281.4,1018.6,88.1,6.1,83.0,7.1,4,,2025-12-12T07:46:56,2025-12-12T17:16:45,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",3.944444444444445,False,True,Winter
2025-12-15,0.8543804824561404,0.9619444444444445,1053.0,13.0,130.0,14.0,1235.9943977591038,8,0.012345679012345678,16.25,Kayseri,2025-12-15,42.9,33.9,38.9,41.1,31.5,35.9,30.2,71.1,0.048,100,37.5,"rain,snow",0.0,0.0,18.1,10.3,299.7,1019.8,88.1,6.1,87.7,7.6,4,,2025-12-15T07:49:06,2025-12-15T17:17:29,0.84,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"TUI0000LTAU,TUMU0017196,LTAU",3.8333333333333326,True,True,Winter
2025-12-16,0.7621037214247741,0.8387037037037037,1200.0,18.0,38.0,15.9,1587.8420168067228,10,0.015,3.8,Kayseri,2025-12-16,35.7,30.3,32.5,35.7,24.9,30.1,30.2,91.4,0.148,100,62.5,"rain,snow",0.8,0.0,21.7,8.1,266.5,1021.5,93.6,4.2,59.0,5.0,3,,2025-12-16T07:49:46,2025-12-16T17:17:47,0.88,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"TUI0000LTAU,TUMU0017196,LTAU",0.2777777777777778,True,True,Winter
2025-12-17,0.6878861174099269,0.75,1555.0,18.0,185.0,19.95,2189.470588235294,21,0.01157556270096463,8.80952380952381,Kayseri,2025-12-17,41.1,17.7,29.5,41.1,10.6,27.1,24.8,83.9,0.0,0,0.0,,0.0,0.0,14.8,6.9,39.0,1026.8,26.4,5.0,110.2,9.6,5,,2025-12-17T07:50:24,2025-12-17T17:18:08,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",-1.3888888888888888,False,False,Winter
2025-12-18,0.5878399122807018,0.6916666666666667,1460.0,19.0,15.0,18.75,2189.470588235294,20,0.013013698630136987,0.75,Kayseri,2025-12-18,41.1,15.9,27.7,41.1,12.5,26.6,22.3,81.9,0.0,0,0.0,,0.0,0.0,9.6,4.7,44.6,1030.8,0.0,4.4,111.7,9.7,5,,2025-12-18T07:51:01,2025-12-18T17:18:31,0.94,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",-2.3888888888888893,False,False,Winter
2025-12-19,0.7336773504273505,0.8333333333333334,1442.0,33.0,316.0,18.36842105263158,1949.1176470588234,20,0.02288488210818308,15.8,Kayseri,2025-12-19,46.5,19.5,30.4,46.5,18.7,29.5,22.7,76.0,0.0,0,0.0,,0.0,0.0,9.6,6.9,65.3,1027.3,0.0,4.8,107.9,9.3,5,,2025-12-19T07:51:36,2025-12-19T17:18:56,0.98,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",-0.8888888888888897,False,False,Winter
2025-12-22,0.7742798353909466,0.7824074074074074,1200.0,16.0,182.0,19.7,1544.4705882352941,9,0.013333333333333334,20.22222222222222,Kayseri,2025-12-22,50.1,21.3,35.5,50.1,21.3,35.1,26.0,72.0,0.0,0,0.0,,0.0,0.0,17.0,6.9,131.3,1017.1,24.3,3.9,108.6,9.5,5,,2025-12-22T07:53:11,2025-12-22T17:20:22,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",1.9444444444444444,False,False,Winter
2025-12-23,0.6551161616161616,0.7601111111111112,825.0,24.0,324.0,14.1,1253.4109697933227,10,0.02909090909090909,32.4,Kayseri,2025-12-23,51.9,30.3,40.6,51.9,30.3,40.2,29.9,68.0,0.0,0,0.0,,0.0,0.0,19.7,6.9,347.3,1016.7,94.7,4.9,86.4,7.6,4,,2025-12-23T07:53:38,2025-12-23T17:20:54,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"TUI0000LTAU,TUMU0017196,LTAU",4.777777777777779,False,True,Winter
2025-12-24,0.2629328729562303,0.2629328729562303,2029.0,0.0,0.0,5.4,221.02941176470588,2,0.0,0.0,Kayseri,2025-12-24,51.9,30.3,39.1,51.9,26.9,37.9,31.4,75.0,0.016,100,16.67,"rain,snow",0.0,0.0,13.6,6.9,35.1,1021.1,77.6,4.9,61.2,5.4,3,,2025-12-24T07:54:04,2025-12-24T17:21:29,0.15,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"TUI0000LTAU,TUMU0017196,LTAU",3.944444444444445,True,True,Winter
2025-12-25,0.2685281385281385,0.0,2237.0,22.0,350.0,8.314285714285715,607.0588235294117,35,0.009834599910594547,10.0,Kayseri,2025-12-25,42.9,30.3,34.9,40.1,25.4,30.2,30.8,85.0,0.008,100,8.33,"rain,snow",0.0,0.0,13.2,9.2,49.5,1021.6,92.1,4.7,75.6,6.4,3,,2025-12-25T07:54:28,2025-12-25T17:22:05,0.18,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"TUI0000LTAU,TUMU0017196,LTAU",1.6111111111111103,True,True,Winter
2025-12-26,0.5272778626982189,0.56,874.0,27.0,210.0,13.368421052631579,1588.8025210084033,19,0.030892448512585814,11.052631578947368,Kayseri,2025-12-26,41.1,28.5,35.0,39.3,25.4,32.7,32.9,91.9,0.04,100,12.5,"rain,snow",0.0,0.0,16.3,6.9,0.2,1016.6,96.6,2.9,67.7,5.9,3,,2025-12-26T07:54:50,2025-12-26T17:22:43,0.22,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"TUI0000LTAU,TUMU0017196,LTAU",1.6666666666666667,True,True,Winter
2025-12-29,0.8050903774587984,1.0,605.0,29.0,90.0,16.363636363636363,881.4705882352941,11,0.047933884297520664,8.181818181818182,Kayseri,2025-12-29,30.3,24.9,27.2,22.1,13.0,17.4,22.3,81.7,0.22,100,87.5,"rain,snow",0.9,3.5,25.1,15.0,277.0,1008.4,99.1,4.7,106.3,9.2,5,,2025-12-29T07:55:44,2025-12-29T17:24:47,0.32,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"TUI0000LTAU,TUMU0017196,LTAU",-2.666666666666667,True,True,Winter
2025-12-30,0.6248825776793814,0.6666666666666666,1358.0,4.0,0.0,7.176470588235294,1355.4705882352941,9,0.0029455081001472753,0.0,Kayseri,2025-12-30,30.3,8.7,20.2,26.7,-1.3,14.5,13.6,76.1,0.0,0,0.0,,0.0,4.2,22.1,11.4,24.4,1014.9,8.9,6.1,123.9,10.7,5,,2025-12-30T07:55:58,2025-12-30T17:25:32,0.36,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",-6.555555555555555,False,False,Winter
2025-12-31,0.4444444444444444,0.4444444444444444,100.0,0.0,0.0,21.0,225.0,1,0.0,0.0,Kayseri,2025-12-31,37.5,19.5,32.6,30.0,14.7,26.8,29.9,89.9,0.637,100,91.67,"rain,snow",3.7,5.8,40.7,13.9,321.4,1005.0,90.9,4.7,40.1,3.4,2,,2025-12-31T07:56:09,2025-12-31T17:26:18,0.39,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"TUI0000LTAU,TUMU0017196,LTAU",0.33333333333333415,True,True,Winter
2026-01-05,0.8463256759655653,0.8333333333333334,1640.0,15.0,40.0,18.157894736842106,2129.470588235294,19,0.009146341463414634,2.1052631578947367,Kayseri,2026-01-05,35.7,14.1,25.2,29.9,6.5,20.7,16.9,71.8,0.0,0,0.0,,0.0,5.7,16.8,10.3,50.1,1025.5,0.0,5.9,126.2,10.8,5,,2026-01-05T07:56:37,2026-01-05T17:30:31,0.56,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",-3.7777777777777777,False,False,Winter
2026-01-06,0.8101106090141178,0.8194444444444445,1625.0,6.0,60.0,19.4,2129.470588235294,15,0.0036923076923076922,4.0,Kayseri,2026-01-06,37.5,19.5,27.1,33.9,14.8,23.4,19.4,73.5,0.0,0,0.0,,0.0,5.2,16.3,11.4,40.9,1023.2,0.0,5.0,125.9,10.8,5,,2026-01-06T07:56:36,2026-01-06T17:31:25,0.6,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",-2.7222222222222214,False,False,Winter
2026-01-07,0.8267236130420879,0.8416666666666667,1685.0,26.0,59.0,17.761904761904763,2140.948849104859,21,0.01543026706231454,2.8095238095238093,Kayseri,2026-01-07,41.1,21.3,31.3,39.3,16.7,28.2,24.4,76.5,0.032,100,8.33,rain,0.0,4.8,18.3,9.1,43.9,1022.3,10.2,6.0,115.7,10.0,5,,2026-01-07T07:56:33,2026-01-07T17:32:21,0.63,Rain,Clear conditions throughout the day with afternoon rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",-0.3888888888888885,True,False,Winter
2026-01-08,0.6071711855396067,0.8368055555555556,1555.0,45.0,440.0,19.0,2260.948849104859,20,0.028938906752411574,22.0,Kayseri,2026-01-08,55.5,30.3,42.1,55.5,28.9,40.9,30.8,67.7,0.076,100,33.33,"rain,snow",0.0,4.4,37.8,21.9,156.4,1014.8,86.0,5.6,76.0,6.6,4,,2026-01-08T07:56:28,2026-01-08T17:33:18,0.66,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"TUI0000LTAU,TUMU0017196,LTAU",5.611111111111112,True,True,Winter
2026-01-09,0.8415152982423626,0.8833333333333333,1282.0,2.0,15.0,22.6,1565.9194373401535,10,0.0015600624024961,1.5,Kayseri,2026-01-09,46.3,26.7,34.3,40.2,17.0,28.5,30.7,87.3,0.493,100,66.67,"rain,snow",0.5,5.4,52.1,18.3,274.2,1007.0,89.3,4.4,85.4,7.3,4,,2026-01-09T07:56:20,2026-01-09T17:34:16,0.69,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"TUI0000LTAU,TUMU0017196,LTAU",1.2777777777777761,True,True,Winter
2026-01-12,0.7820015715791339,0.7986111111111112,1632.0,30.0,32.0,19.157894736842106,2135.470588235294,19,0.01838235294117647,1.6842105263157894,Kayseri,2026-01-12,46.5,32.1,35.6,42.4,25.7,33.5,33.5,92.5,0.744,100,100.0,"rain,snow",3.0,7.8,33.8,12.7,319.0,1005.9,99.1,3.4,87.8,7.6,4,,2026-01-12T07:55:46,2026-01-12T17:37:16,0.79,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"TUI0000LTAU,TUMU0017196,LTAU",2.000000000000001,True,True,Winter
2026-01-13,0.5040350877192983,0.6222222222222222,1227.0,5.0,0.0,17.894736842105264,2053.9565217391305,19,0.004074979625101874,0.0,Kayseri,2026-01-13,32.1,15.9,26.8,29.0,15.9,25.4,23.9,89.2,0.209,100,62.5,"rain,snow",2.2,11.0,20.4,4.7,25.8,1011.5,98.7,4.8,86.1,7.5,4,,2026-01-13T07:55:30,2026-01-13T17:38:18,0.82,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"TUI0000LTAU,TUMU0017196,LTAU",-2.8888888888888884,True,True,Winter
2026-01-14,0.8087109250398724,0.8159722222222223,1285.0,8.0,0.0,19.88888888888889,1619.4705882352941,10,0.0062256809338521405,0.0,Kayseri,2026-01-14,21.3,6.9,15.6,21.3,6.5,14.1,12.5,87.5,0.0,0,0.0,,0.0,11.7,12.3,4.7,55.3,1020.8,88.2,4.5,96.8,8.2,4,,2026-01-14T07:55:12,2026-01-14T17:39:21,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TUI0000LTAU,TUMU0017196,LTAU",-9.11111111111111,False,True,Winter
2026-01-15,0.7259158926728586,0.85,1899.0,17.0,120.0,19.529411764705884,2639.470588235294,17,0.008952080042127435,7.0588235294117645,Kayseri,2026-01-15,32.1,21.3,27.3,30.3,17.0,25.4,23.0,83.9,0.0,0,0.0,snow,0.0,12.4,17.0,8.1,266.9,1023.7,94.5,4.1,86.9,7.5,3,,2026-01-15T07:54:52,2026-01-15T17:40:24,0.89,Overcast,Cloudy skies throughout the day.,cloudy,"TUI0000LTAU,TUMU0017196,LTAU",-2.6111111111111107,False,True,Winter
2026-01-16,0.8168075491759703,0.8333333333333334,2084.0,8.0,50.0,19.105263157894736,2582.6470588235293,19,0.003838771593090211,2.6315789473684212,Kayseri,2026-01-16,35.7,28.5,31.4,35.7,27.5,30.6,27.6,86.0,0.008,100,4.17,"rain,snow",0.0,12.7,16.3,5.8,45.8,1021.4,96.4,3.7,94.8,8.1,4,,2026-01-16T07:54:30,2026-01-16T17:41:29,0.92,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"TUI0000LTAU,TUMU0017196,LTAU",-0.33333333333333415,True,True,Winter
2026-01-19,0.6571255144032921,0.8027777777777778,1721.0,10.0,220.0,19.555555555555557,2503.3636363636365,18,0.005810575246949448,12.222222222222221,Kayseri,2026-01-19,23.1,14.1,20.1,17.7,5.1,12.0,16.4,85.5,0.04,100,29.17,snow,0.3,14.1,21.9,12.8,275.0,1021.1,99.2,3.7,91.9,7.9,4,,2026-01-19T07:53:12,2026-01-19T17:44:45,0.02,"Snow, Overcast",Cloudy skies throughout the day with snow in the morning and afternoon.,snow,"TUI0000LTAU,TUMU0017196,LTAU",-6.611111111111111,True,True,Winter
2026-01-20,0.7675742271196817,0.8611111111111113,1335.0,8.0,0.0,19.9,1618.1470588235295,11,0.00599250936329588,0.0,Kayseri,2026-01-20,26.7,10.5,21.4,23.1,-1.4,13.8,16.7,82.1,0.004,100,4.17,snow,0.2,14.8,19.2,10.3,296.5,1025.3,78.3,5.4,107.8,9.4,5,,2026-01-20T07:52:42,2026-01-20T17:45:52,0.05,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"TUI0000LTAU,TUMU0017196,LTAU",-5.888888888888889,True,True,Winter
2026-01-21,0.7853124546904451,0.8333333333333334,1332.0,8.0,0.0,19.6,1619.4705882352941,11,0.006006006006006006,0.0,Kayseri,2026-01-21,17.7,3.3,12.4,17.7,-6.2,2.2,6.4,76.4,0.0,0,0.0,,0.0,14.4,17.2,15.0,62.4,1026.5,8.6,6.2,127.0,11.1,6,,2026-01-21T07:52:09,2026-01-21T17:46:59,0.09,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",-10.88888888888889,False,False,Winter
2026-01-22,0.6873250044302676,0.8333333333333334,1647.0,15.0,60.0,18.526315789473685,2149.1069518716577,19,0.009107468123861567,3.1578947368421053,Kayseri,2026-01-22,35.7,15.9,26.3,35.7,10.4,21.8,22.1,84.0,0.305,100,66.67,"rain,snow",2.0,14.7,28.9,18.3,85.6,1015.7,98.2,4.3,79.0,6.8,4,,2026-01-22T07:51:35,2026-01-22T17:48:06,0.13,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"TUI0000LTAU,TUMU0017196,LTAU",-3.166666666666666,True,True,Winter
2026-01-23,0.6462108060671556,0.8333333333333334,1435.0,21.0,255.0,18.36842105263158,2058.4411764705883,19,0.014634146341463415,13.421052631578947,Kayseri,2026-01-23,35.7,30.3,32.6,32.1,24.4,29.0,30.2,91.1,0.302,100,41.67,"rain,snow",2.2,16.7,25.9,9.2,60.3,1010.4,97.3,4.3,115.5,10.1,5,,2026-01-23T07:50:59,2026-01-23T17:49:14,0.16,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"TUI0000LTAU,TUMU0017196,LTAU",0.33333333333333415,True,True,Winter
2026-01-26,0.7136173601201302,0.8333333333333334,1609.0,16.0,420.0,18.473684210526315,2129.470588235294,19,0.009944064636420136,22.105263157894736,Kayseri,2026-01-26,48.2,24.9,34.2,42.6,19.8,30.7,29.0,83.1,0.0,0,0.0,,0.0,14.5,31.1,16.0,83.5,1016.3,0.0,4.5,139.6,12.1,6,,2026-01-26T07:49:00,2026-01-26T17:52:40,0.25,Clear,Clear conditions throughout the day.,clear-day,"TUI0000LTAU,TUMU0017196,LTAU",1.2222222222222239,False,False,Winter
2026-01-27,0.7654919462398687,0.8333333333333334,1675.0,16.0,100.0,18.5,2129.470588235294,19,0.00955223880597015,5.2631578947368425,Kayseri,2026-01-27,50.1,42.9,45.4,50.1,35.3,40.7,31.1,57.4,0.008,100,8.33,rain,0.0,13.4,39.1,19.8,150.7,1010.4,42.6,6.2,137.7,12.0,6,,2026-01-27T07:48:17,2026-01-27T17:53:49,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"TUI0000LTAU,TUMU0017196,LTAU",7.444444444444445,True,False,Winter
